"","COWcode","year","CW_Onset","Fearon and Latin (2003)","Collier and Hoeffler (2004)","Hegre and Sambanis (2006)","Random Forest","Full Logistic Regression","Combined FL + CH","Insurgency","Statistically Significant"
"781",666,2011,0,0.00830877412935987,0.0031321268037264,0.00493224489016733,0.06,2.22044604925031e-16,0.002461421725444,0.00468105969199187,0.00231487313812408
"782",666,2012,0,0.00837237791590531,0.00317515635195483,0.00500721262091446,0.059,2.22044604925031e-16,0.00251151534778319,0.0047515938651282,0.0023715453867156
"783",666,2013,0,0.0083121851436061,0.00317947764386538,0.00497218188501616,0.062,2.22044604925031e-16,0.00250741634582102,0.00474826283530224,0.00237072237949163
"784",666,2014,0,0.00834597659968101,0.00315685917017477,0.0050152355506683,0.058,2.22044604925031e-16,0.00248986220667696,0.00470935094011747,0.00235339022995166
"785",670,2001,0,0.00838417357427366,0.00311903567957918,0.00505637114098868,0.058,2.22044604925031e-16,0.00246763565015365,0.00468984398361702,0.00233156022172071
"786",670,2002,0,0.00847131760976906,0.00326458670453962,0.00509040933711779,0.063,2.22044604925031e-16,0.0025873888942396,0.00485826054580975,0.00243578717246785
"787",670,2003,0,0.00834103809370461,0.00314967866219866,0.00500766982686101,0.06,2.22044604925031e-16,0.0024934443007459,0.00473132945487662,0.00235580866915354
"788",670,2004,0,0.00824660983097261,0.00311142796675332,0.00491081764278123,0.06,2.22044604925031e-16,0.00244540093719403,0.00466266016313494,0.00231035502646506
"789",670,2005,0,0.00827502038834213,0.003135427518121,0.00493596711160103,0.06,2.22044604925031e-16,0.00247063177213715,0.00470568108748288,0.002328174096163
"790",670,2006,0,0.00827451979847187,0.00313235767109747,0.00492855274062273,0.059,2.22044604925031e-16,0.00246083591588263,0.00468671241075669,0.00231814744481416
"791",670,2007,0,0.00832154657365218,0.00303044335797246,0.00499155394776478,0.06,2.22044604925031e-16,0.00239497810635197,0.00459974228663511,0.00225867813027237
"792",670,2008,0,0.00836612342021546,0.00312789831929648,0.00505647420916725,0.056,2.22044604925031e-16,0.00246452899417008,0.00470109783101002,0.00233032114130668
